date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,total_points_home,previous_points_home,rank_home,rank_change_home,total_points_away,previous_points_away,rank_away,rank_change_away
2019-03-22,Moldova,France,1.0,4.0,UEFA Euro qualification,Chișinău,Moldova,False,979.0,979.0,170.0,0.0,1726.0,1726.0,2.0,0.0
2019-03-23,Brazil,Panama,1.0,1.0,Friendly,Porto,Portugal,True,1676.0,1676.0,3.0,0.0,1324.0,1326.0,76.0,5.0
2019-03-23,Georgia,Switzerland,0.0,2.0,UEFA Euro qualification,Tbilisi,Georgia,False,1269.0,1269.0,91.0,2.0,1599.0,1599.0,8.0,0.0
2019-03-23,Spain,Norway,2.0,1.0,UEFA Euro qualification,Valencia,Spain,False,1591.0,1591.0,9.0,0.0,1425.0,1425.0,48.0,2.0
2019-03-23,Senegal,Madagascar,2.0,0.0,African Cup of Nations qualification,Thiès,Senegal,False,1505.0,1505.0,24.0,1.0,1209.0,1209.0,107.0,1.0
2019-03-23,Cameroon,Comoros,3.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,1394.0,1394.0,56.0,1.0,1076.0,1076.0,142.0,-1.0
2019-03-23,Ghana,Kenya,1.0,0.0,African Cup of Nations qualification,Accra,Ghana,False,1412.0,1412.0,52.0,1.0,1210.0,1210.0,106.0,1.0
2019-03-24,Netherlands,Germany,2.0,3.0,UEFA Euro qualification,Amsterdam,Netherlands,False,1560.0,1560.0,14.0,0.0,1558.0,1558.0,16.0,0.0
2019-03-24,Wales,Slovakia,1.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,1525.0,1525.0,19.0,0.0,1483.0,1483.0,29.0,2.0
2019-03-24,Hungary,Croatia,2.0,1.0,UEFA Euro qualification,Budapest,Hungary,False,1412.0,1412.0,52.0,1.0,1634.0,1634.0,4.0,0.0
2019-03-24,Poland,Latvia,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,1518.0,1518.0,20.0,0.0,1112.0,1112.0,131.0,-1.0
2019-03-24,Cyprus,Belgium,0.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False,1276.0,1276.0,87.0,1.0,1727.0,1727.0,1.0,0.0
2019-03-25,Saudi Arabia,Equatorial Guinea,3.0,2.0,Friendly,Riyadh,Saudi Arabia,False,1344.0,1335.0,70.0,1.0,1063.0,1063.0,148.0,0.0
2019-03-25,Montenegro,England,1.0,5.0,UEFA Euro qualification,Podgorica,Montenegro,False,1427.0,1427.0,46.0,2.0,1631.0,1631.0,5.0,0.0
2019-03-25,Portugal,Serbia,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,1614.0,1614.0,6.0,0.0,1481.0,1481.0,31.0,2.0
2019-03-25,France,Iceland,4.0,0.0,UEFA Euro qualification,Paris,France,False,1726.0,1726.0,2.0,0.0,1451.0,1452.0,38.0,1.0
2019-03-26,Algeria,Tunisia,1.0,0.0,Friendly,Blida,Algeria,False,1349.0,1347.0,69.0,2.0,1493.0,1493.0,28.0,2.0
2019-03-26,Costa Rica,Jamaica,1.0,0.0,Friendly,San José,Costa Rica,False,1461.0,1464.0,37.0,1.0,1404.0,1404.0,54.0,0.0
2019-03-26,Czech Republic,Brazil,1.0,3.0,Friendly,Prague,Czech Republic,False,1435.0,1435.0,44.0,2.0,1676.0,1676.0,3.0,0.0
2019-03-26,Ghana,Mauritania,3.0,1.0,Friendly,Accra,Ghana,False,1412.0,1412.0,52.0,1.0,1222.0,1222.0,101.0,0.0
2019-03-26,Honduras,Ecuador,0.0,0.0,Friendly,Harrison,United States,True,1369.0,1369.0,63.0,1.0,1382.0,1382.0,58.0,1.0
2019-03-26,Japan,Bolivia,0.0,1.0,Kirin Challenge Cup,Kobe,Japan,False,1495.0,1414.0,27.0,-23.0,1374.0,1374.0,60.0,1.0
2019-03-26,South Korea,Colombia,2.0,1.0,Friendly,Seoul,South Korea,False,1451.0,1405.0,38.0,-15.0,1575.0,1575.0,12.0,0.0
2019-03-26,Morocco,Argentina,0.0,1.0,Friendly,Tangier,Morocco,False,1440.0,1440.0,43.0,3.0,1582.0,1582.0,11.0,0.0
2019-03-26,Paraguay,Mexico,2.0,4.0,Friendly,Santa Clara,United States,True,1476.0,1476.0,33.0,1.0,1540.0,1540.0,17.0,0.0
2019-03-26,Senegal,Mali,2.0,1.0,Friendly,Dakar,Senegal,False,1505.0,1505.0,24.0,1.0,1363.0,1363.0,65.0,1.0
2019-03-26,United States,Chile,1.0,1.0,Friendly,Houston,United States,False,1501.0,1497.0,25.0,0.0,1565.0,1565.0,13.0,0.0
2019-03-26,Switzerland,Denmark,3.0,3.0,UEFA Euro qualification,Basel,Switzerland,False,1599.0,1599.0,8.0,0.0,1589.0,1589.0,10.0,0.0
2019-03-26,Malta,Spain,0.0,2.0,UEFA Euro qualification,Attard,Malta,False,926.0,926.0,182.0,0.0,1591.0,1591.0,9.0,0.0
2019-06-01,Venezuela,Ecuador,1.0,1.0,Friendly,Miami Gardens,United States,True,1484.0,1478.0,29.0,-3.0,1378.0,1382.0,59.0,1.0
2019-06-02,France,Bolivia,2.0,0.0,Friendly,Nantes,France,False,1734.0,1726.0,2.0,0.0,1366.0,1374.0,63.0,3.0
2019-06-05,Brazil,Qatar,2.0,0.0,Friendly,Brasília,Brazil,False,1676.0,1676.0,3.0,0.0,1398.0,1398.0,55.0,0.0
2019-06-05,Japan,Trinidad and Tobago,0.0,0.0,Kirin Challenge Cup,Toyota City,Japan,False,1494.0,1495.0,26.0,-1.0,1258.0,1260.0,93.0,0.0
2019-06-05,Mexico,Venezuela,3.0,1.0,Friendly,Atlanta,United States,True,1549.0,1540.0,18.0,1.0,1484.0,1478.0,29.0,-3.0
2019-06-05,Peru,Costa Rica,1.0,0.0,Friendly,Lima,Peru,False,1516.0,1518.0,21.0,1.0,1458.0,1461.0,38.0,1.0
2019-06-05,United States,Jamaica,0.0,1.0,Friendly,Washington,United States,False,1506.0,1501.0,24.0,-1.0,1391.0,1404.0,56.0,2.0
2019-06-05,Portugal,Switzerland,3.0,1.0,UEFA Nations League,Porto,Portugal,False,1607.0,1614.0,7.0,1.0,1604.0,1599.0,8.0,0.0
2019-06-06,Iran,Syria,5.0,0.0,Friendly,Tehran,Iran,False,1516.0,1516.0,21.0,-1.0,1286.0,1286.0,83.0,0.0
2019-06-06,England,Netherlands,1.0,3.0,UEFA Nations League,Guimarães,Portugal,True,1647.0,1631.0,4.0,-1.0,1554.0,1560.0,16.0,2.0
2019-06-07,Ukraine,Serbia,5.0,0.0,UEFA Euro qualification,Lviv,Ukraine,False,1493.0,1482.0,27.0,-3.0,1484.0,1481.0,29.0,-2.0
2019-06-07,Denmark,Republic of Ireland,1.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False,1586.0,1589.0,10.0,0.0,1484.0,1474.0,29.0,-5.0
2019-06-07,Faroe Islands,Spain,1.0,4.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,1213.0,1238.0,102.0,5.0,1601.0,1591.0,9.0,0.0
2019-06-07,Argentina,Nicaragua,5.0,1.0,Friendly,San Juan,Argentina,False,1580.0,1582.0,11.0,0.0,1120.0,1119.0,129.0,1.0
2019-06-07,South Korea,Australia,1.0,0.0,Friendly,Busan,South Korea,False,1462.0,1451.0,37.0,-1.0,1441.0,1441.0,41.0,-1.0
2019-06-07,Tunisia,Iraq,2.0,0.0,Friendly,Radès,Tunisia,False,1491.0,1493.0,28.0,0.0,1319.0,1310.0,76.0,-4.0
2019-06-07,Uruguay,Panama,3.0,0.0,Friendly,Montevideo,Uruguay,False,1613.0,1609.0,6.0,-1.0,1327.0,1324.0,74.0,-2.0
2019-06-08,Belarus,Germany,0.0,2.0,UEFA Euro qualification,Borisov,Belarus,False,1301.0,1317.0,81.0,3.0,1570.0,1558.0,13.0,-3.0
2019-06-08,Croatia,Wales,2.0,1.0,UEFA Euro qualification,Osijek,Croatia,False,1621.0,1634.0,5.0,1.0,1539.0,1525.0,19.0,0.0
2019-06-08,Turkey,France,2.0,0.0,UEFA Euro qualification,Konya,Turkey,False,1457.0,1443.0,39.0,-2.0,1734.0,1726.0,2.0,0.0
2019-06-08,Belgium,Kazakhstan,3.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,1737.0,1727.0,1.0,0.0,1171.0,1159.0,116.0,-1.0
2019-06-09,Brazil,Honduras,7.0,0.0,Friendly,Porto Alegre,Brazil,False,1676.0,1676.0,3.0,0.0,1369.0,1369.0,61.0,-2.0
2019-06-09,Cameroon,Zambia,2.0,1.0,Friendly,Majadahonda,Cameroon,False,1399.0,1394.0,54.0,-2.0,1302.0,1292.0,79.0,-3.0
2019-06-09,Japan,El Salvador,2.0,0.0,Kirin Challenge Cup,Rifu,Japan,False,1494.0,1495.0,26.0,-1.0,1344.0,1327.0,71.0,-2.0
2019-06-09,Mexico,Ecuador,3.0,2.0,Friendly,Arlington,United States,True,1549.0,1540.0,18.0,1.0,1378.0,1382.0,59.0,1.0
2019-06-09,United States,Venezuela,0.0,3.0,Friendly,Cincinnati,United States,False,1506.0,1501.0,24.0,-1.0,1484.0,1478.0,29.0,-3.0
2019-06-09,Switzerland,England,0.0,0.0,UEFA Nations League,Guimarães,Portugal,True,1604.0,1599.0,8.0,0.0,1647.0,1631.0,4.0,-1.0
2019-06-09,Portugal,Netherlands,1.0,0.0,UEFA Nations League,Porto,Portugal,False,1607.0,1614.0,7.0,1.0,1554.0,1560.0,16.0,2.0
2019-06-10,Serbia,Lithuania,4.0,1.0,UEFA Euro qualification,Belgrade,Serbia,False,1484.0,1481.0,29.0,-2.0,1102.0,1111.0,132.0,0.0
2019-06-10,Denmark,Georgia,5.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False,1586.0,1589.0,10.0,0.0,1256.0,1269.0,94.0,3.0
2019-06-10,Spain,Sweden,3.0,0.0,UEFA Euro qualification,Madrid,Spain,False,1601.0,1591.0,9.0,0.0,1567.0,1560.0,14.0,0.0
2019-06-10,Poland,Israel,4.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,1535.0,1518.0,20.0,0.0,1285.0,1265.0,84.0,-8.0
2019-06-11,Germany,Estonia,8.0,0.0,UEFA Euro qualification,Mainz,Germany,False,1570.0,1558.0,13.0,-3.0,1240.0,1246.0,96.0,0.0
2019-06-11,Hungary,Wales,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,False,1419.0,1412.0,51.0,-1.0,1539.0,1525.0,19.0,0.0
2019-06-11,Andorra,France,0.0,4.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,1099.0,1111.0,134.0,2.0,1734.0,1726.0,2.0,0.0
2019-06-11,Belgium,Scotland,3.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,1737.0,1727.0,1.0,0.0,1430.0,1446.0,44.0,4.0
2019-06-11,Croatia,Tunisia,1.0,2.0,Friendly,Varaždin,Croatia,False,1621.0,1634.0,5.0,1.0,1491.0,1493.0,28.0,0.0
2019-06-11,South Korea,Iran,1.0,1.0,Friendly,Seoul,South Korea,False,1462.0,1451.0,37.0,-1.0,1516.0,1516.0,21.0,-1.0
2019-06-12,Morocco,Gambia,0.0,1.0,Friendly,Marrakech,Morocco,False,1429.0,1440.0,45.0,2.0,994.0,986.0,163.0,-3.0
2019-06-14,Cameroon,Mali,1.0,1.0,Friendly,Al Wakrah,Qatar,True,1404.0,1399.0,51.0,-3.0,1365.0,1365.0,62.0,-3.0
2019-06-14,Brazil,Bolivia,3.0,0.0,Copa América,São Paulo,Brazil,False,1681.0,1676.0,3.0,0.0,1365.0,1366.0,62.0,-1.0
2019-06-15,Argentina,Colombia,0.0,2.0,Copa América,Salvador,Brazil,True,1582.0,1580.0,11.0,0.0,1580.0,1573.0,13.0,1.0
2019-06-15,Mexico,Cuba,7.0,0.0,Gold Cup,Los Angeles,United States,True,1557.0,1549.0,18.0,0.0,961.0,961.0,175.0,1.0
2019-06-15,Ghana,South Africa,0.0,0.0,Friendly,Dubai,United Arab Emirates,True,1423.0,1423.0,50.0,1.0,1335.0,1335.0,72.0,-1.0
2019-06-16,Paraguay,Qatar,2.0,2.0,Copa América,Rio de Janeiro,Brazil,True,1468.0,1467.0,36.0,0.0,1396.0,1398.0,55.0,0.0
2019-06-16,Uruguay,Ecuador,4.0,0.0,Copa América,Belo Horizonte,Brazil,True,1615.0,1613.0,8.0,2.0,1375.0,1378.0,60.0,1.0
2019-06-16,Costa Rica,Nicaragua,4.0,0.0,Gold Cup,San José,Jamaica,True,1453.0,1458.0,39.0,1.0,1118.0,1120.0,129.0,0.0
2019-06-16,Morocco,Zambia,2.0,3.0,Friendly,Marrakech,Morocco,False,1429.0,1429.0,47.0,2.0,1298.0,1302.0,81.0,2.0
2019-06-16,Senegal,Nigeria,1.0,0.0,Friendly,Ismaila,Egypt,True,1515.0,1515.0,22.0,-1.0,1433.0,1435.0,45.0,3.0
2019-06-17,Japan,Chile,0.0,4.0,Copa América,São Paulo,Brazil,True,1496.0,1494.0,28.0,2.0,1561.0,1559.0,16.0,1.0
2019-06-17,Tunisia,Burundi,2.0,1.0,Friendly,Radès,Tunisia,False,1501.0,1491.0,25.0,-3.0,1092.0,1089.0,134.0,-2.0
2019-06-18,Brazil,Venezuela,0.0,0.0,Copa América,Salvador,Brazil,False,1681.0,1676.0,3.0,0.0,1485.0,1484.0,33.0,4.0
2019-06-18,United States,Guyana,4.0,0.0,Gold Cup,Saint Paul,United States,False,1495.0,1506.0,30.0,6.0,954.0,959.0,177.0,2.0
2019-06-19,Colombia,Qatar,1.0,0.0,Copa América,São Paulo,Brazil,True,1580.0,1573.0,13.0,1.0,1396.0,1398.0,55.0,0.0
2019-06-19,Argentina,Paraguay,1.0,1.0,Copa América,Belo Horizonte,Brazil,True,1582.0,1580.0,11.0,0.0,1468.0,1467.0,36.0,0.0
2019-06-19,Mexico,Canada,3.0,1.0,Gold Cup,Denver,United States,True,1557.0,1549.0,18.0,0.0,1314.0,1314.0,78.0,0.0
2019-06-20,Uruguay,Japan,2.0,2.0,Copa América,Porto Alegre,Brazil,True,1615.0,1613.0,8.0,2.0,1496.0,1494.0,28.0,2.0
2019-06-20,Costa Rica,Bermuda,2.0,1.0,Gold Cup,Frisco,United States,True,1453.0,1458.0,39.0,1.0,964.0,959.0,174.0,-1.0
2019-06-21,Ecuador,Chile,1.0,2.0,Copa América,Salvador,Brazil,True,1375.0,1378.0,60.0,1.0,1561.0,1559.0,16.0,1.0
2019-06-22,United States,Trinidad and Tobago,6.0,0.0,Gold Cup,Cleveland,United States,False,1495.0,1506.0,30.0,6.0,1260.0,1258.0,92.0,-1.0
2019-06-22,Brazil,Peru,5.0,0.0,Copa América,São Paulo,Brazil,False,1681.0,1676.0,3.0,0.0,1516.0,1516.0,21.0,0.0
2019-06-23,Senegal,Tanzania,2.0,0.0,African Cup of Nations,Cairo,Egypt,True,1515.0,1515.0,22.0,-1.0,1105.0,1105.0,131.0,0.0
2019-06-23,Morocco,Namibia,1.0,0.0,African Cup of Nations,Cairo,Egypt,True,1429.0,1429.0,47.0,2.0,1182.0,1181.0,113.0,0.0
2019-06-23,Qatar,Argentina,0.0,2.0,Copa América,Porto Alegre,Brazil,True,1396.0,1398.0,55.0,0.0,1582.0,1580.0,11.0,0.0
2019-06-23,Canada,Cuba,7.0,0.0,Gold Cup,Charlotte,United States,True,1314.0,1314.0,78.0,0.0,961.0,961.0,175.0,1.0
2019-06-24,Tunisia,Angola,1.0,1.0,African Cup of Nations,Suez,Egypt,True,1501.0,1491.0,25.0,-3.0,1142.0,1142.0,123.0,1.0
2019-06-24,Chile,Uruguay,0.0,1.0,Copa América,Rio de Janeiro,Brazil,True,1561.0,1559.0,16.0,1.0,1615.0,1613.0,8.0,2.0
2019-06-24,Ecuador,Japan,1.0,1.0,Copa América,Belo Horizonte,Brazil,True,1375.0,1378.0,60.0,1.0,1496.0,1494.0,28.0,2.0
2019-06-24,Haiti,Costa Rica,2.0,1.0,Gold Cup,New Jersey,United States,True,1219.0,1223.0,101.0,1.0,1453.0,1458.0,39.0,1.0
2019-06-25,Cameroon,Guinea-Bissau,2.0,0.0,African Cup of Nations,Ismaila,Egypt,True,1404.0,1399.0,51.0,-3.0,1158.0,1158.0,118.0,0.0
2019-06-25,Ghana,Benin,2.0,2.0,African Cup of Nations,Ismaila,Egypt,True,1423.0,1423.0,50.0,1.0,1273.0,1267.0,88.0,-3.0
2019-06-26,United States,Panama,1.0,0.0,Gold Cup,Kansas City,United States,False,1495.0,1506.0,30.0,6.0,1322.0,1327.0,75.0,1.0
2019-06-27,Senegal,Algeria,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,1515.0,1515.0,22.0,-1.0,1346.0,1348.0,68.0,-2.0
2019-06-27,Brazil,Paraguay,0.0,0.0,Copa América,Porto Alegre,Brazil,False,1681.0,1676.0,3.0,0.0,1468.0,1467.0,36.0,0.0
2019-06-28,Tunisia,Mali,1.0,1.0,African Cup of Nations,Suez,Egypt,True,1501.0,1491.0,25.0,-3.0,1365.0,1365.0,62.0,-3.0
2019-06-28,Venezuela,Argentina,0.0,2.0,Copa América,Rio de Janeiro,Brazil,True,1485.0,1484.0,33.0,4.0,1582.0,1580.0,11.0,0.0
2019-06-29,Cameroon,Ghana,0.0,0.0,African Cup of Nations,Ismaila,Egypt,True,1404.0,1399.0,51.0,-3.0,1423.0,1423.0,50.0,1.0
2019-06-29,Uruguay,Peru,0.0,0.0,Copa América,Salvador,Brazil,True,1615.0,1613.0,8.0,2.0,1516.0,1516.0,21.0,0.0
2019-06-29,Haiti,Canada,3.0,2.0,Gold Cup,Houston,United States,True,1219.0,1223.0,101.0,1.0,1314.0,1314.0,78.0,0.0
2019-06-29,Mexico,Costa Rica,1.0,1.0,Gold Cup,Houston,United States,True,1557.0,1549.0,18.0,0.0,1453.0,1458.0,39.0,1.0
2019-07-01,Kenya,Senegal,0.0,3.0,African Cup of Nations,Cairo,Egypt,True,1207.0,1202.0,105.0,-3.0,1515.0,1515.0,22.0,-1.0
2019-07-01,South Africa,Morocco,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,1335.0,1335.0,72.0,-1.0,1429.0,1429.0,47.0,2.0
2019-07-02,Mauritania,Tunisia,0.0,0.0,African Cup of Nations,Suez,Egypt,True,1210.0,1210.0,103.0,0.0,1501.0,1491.0,25.0,-3.0
2019-07-02,Benin,Cameroon,0.0,0.0,African Cup of Nations,Ismaila,Egypt,True,1273.0,1267.0,88.0,-3.0,1404.0,1399.0,51.0,-3.0
2019-07-02,Guinea-Bissau,Ghana,0.0,2.0,African Cup of Nations,Suez,Egypt,True,1158.0,1158.0,118.0,0.0,1423.0,1423.0,50.0,1.0
2019-07-02,Brazil,Argentina,2.0,0.0,Copa América,Belo Horizonte,Brazil,False,1681.0,1676.0,3.0,0.0,1582.0,1580.0,11.0,0.0
2019-07-02,Haiti,Mexico,0.0,1.0,Gold Cup,Glendale,United States,True,1219.0,1223.0,101.0,1.0,1557.0,1549.0,18.0,0.0
2019-07-03,United States,Jamaica,3.0,1.0,Gold Cup,Nashville,United States,False,1495.0,1506.0,30.0,6.0,1397.0,1391.0,54.0,-2.0
2019-07-05,Morocco,Benin,1.0,1.0,African Cup of Nations,Cairo,Egypt,True,1429.0,1429.0,47.0,2.0,1273.0,1267.0,88.0,-3.0
2019-07-05,Uganda,Senegal,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,1299.0,1302.0,80.0,1.0,1515.0,1515.0,22.0,-1.0
2019-07-06,Nigeria,Cameroon,3.0,2.0,African Cup of Nations,Alexandria,Egypt,True,1433.0,1435.0,45.0,3.0,1404.0,1399.0,51.0,-3.0
2019-07-06,Argentina,Chile,2.0,1.0,Copa América,São Paulo,Brazil,True,1582.0,1580.0,11.0,0.0,1561.0,1559.0,16.0,1.0
2019-07-07,Brazil,Peru,3.0,1.0,Copa América,Rio de Janeiro,Brazil,False,1681.0,1676.0,3.0,0.0,1516.0,1516.0,21.0,0.0
2019-07-07,United States,Mexico,0.0,1.0,Gold Cup,Chicago,United States,False,1495.0,1506.0,30.0,6.0,1557.0,1549.0,18.0,0.0
2019-07-08,Ghana,Tunisia,1.0,1.0,African Cup of Nations,Ismaila,Egypt,True,1423.0,1423.0,50.0,1.0,1501.0,1491.0,25.0,-3.0
2019-07-10,Senegal,Benin,1.0,0.0,African Cup of Nations,Cairo,Egypt,True,1515.0,1515.0,22.0,-1.0,1273.0,1267.0,88.0,-3.0
2019-07-11,Madagascar,Tunisia,0.0,3.0,African Cup of Nations,Cairo,Egypt,True,1198.0,1203.0,108.0,1.0,1501.0,1491.0,25.0,-3.0
2019-07-14,Senegal,Tunisia,1.0,0.0,African Cup of Nations,Cairo,Egypt,True,1515.0,1515.0,22.0,-1.0,1501.0,1491.0,25.0,-3.0
2019-07-17,Tunisia,Nigeria,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,1501.0,1491.0,25.0,-3.0,1433.0,1435.0,45.0,3.0
2019-07-19,Senegal,Algeria,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,1515.0,1515.0,22.0,-1.0,1346.0,1348.0,68.0,-2.0
2019-07-28,Liberia,Senegal,1.0,0.0,African Nations Championship qualification,Monrovia,Liberia,False,1044.0,1044.0,152.0,-1.0,1550.0,1515.0,20.0,-2.0
2019-08-03,Senegal,Liberia,3.0,0.0,African Nations Championship qualification,Dakar,Senegal,False,1550.0,1515.0,20.0,-2.0,1044.0,1044.0,152.0,-1.0
2019-09-05,Argentina,Chile,0.0,0.0,Friendly,Los Angeles,United States,True,1610.0,1582.0,10.0,-1.0,1583.0,1561.0,14.0,-2.0
2019-09-05,South Korea,Georgia,2.0,2.0,Friendly,Istanbul,Turkey,True,1467.0,1467.0,37.0,0.0,1255.0,1255.0,94.0,0.0
2019-09-05,Peru,Ecuador,0.0,1.0,Friendly,Harrison,United States,True,1552.0,1516.0,19.0,-2.0,1359.0,1375.0,66.0,6.0
2019-09-05,Saudi Arabia,Mali,1.0,1.0,Friendly,Riyadh,Saudi Arabia,False,1342.0,1342.0,68.0,-1.0,1389.0,1365.0,59.0,-3.0
2019-09-05,Republic of Ireland,Switzerland,1.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1489.0,1489.0,32.0,0.0,1605.0,1605.0,11.0,2.0
2019-09-05,Gibraltar,Denmark,0.0,6.0,UEFA Euro qualification,Gibraltar,Gibraltar,False,893.0,893.0,198.0,0.0,1589.0,1589.0,13.0,3.0
2019-09-05,Romania,Spain,1.0,2.0,UEFA Euro qualification,Bucharest,Romania,False,1497.0,1497.0,28.0,1.0,1617.0,1617.0,9.0,2.0
2019-09-05,Japan,Paraguay,2.0,0.0,Kirin Challenge Cup,Kashima,Japan,False,1481.0,1496.0,33.0,5.0,1464.0,1468.0,39.0,3.0
2019-09-05,Qatar,Afghanistan,6.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,1375.0,1396.0,62.0,7.0,1058.0,1058.0,149.0,0.0
2019-09-06,Brazil,Colombia,2.0,2.0,Friendly,Miami Gardens,United States,True,1726.0,1681.0,2.0,-1.0,1622.0,1580.0,8.0,-5.0
2019-09-06,Costa Rica,Uruguay,1.0,2.0,Friendly,San José,Costa Rica,False,1445.0,1453.0,44.0,5.0,1637.0,1615.0,5.0,-3.0
2019-09-06,Morocco,Burkina Faso,1.0,1.0,Friendly,Marrakech,Morocco,False,1461.0,1429.0,41.0,-6.0,1381.0,1381.0,61.0,2.0
2019-09-06,Tunisia,Mauritania,1.0,0.0,Friendly,Radès,Tunisia,False,1496.0,1501.0,29.0,4.0,1205.0,1210.0,106.0,3.0
2019-09-06,United States,Mexico,0.0,3.0,Friendly,East Rutherford,United States,False,1548.0,1495.0,22.0,-8.0,1604.0,1557.0,12.0,-6.0
2019-09-06,Germany,Netherlands,2.0,4.0,UEFA Euro qualification,Hamburg,Germany,False,1582.0,1582.0,15.0,4.0,1569.0,1569.0,16.0,2.0
2019-09-06,Wales,Azerbaijan,2.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,1514.0,1514.0,24.0,1.0,1188.0,1188.0,109.0,-1.0
2019-09-06,Slovakia,Croatia,0.0,4.0,UEFA Euro qualification,Trnava,Slovakia,False,1491.0,1491.0,31.0,0.0,1625.0,1625.0,7.0,1.0
2019-09-06,Slovenia,Poland,2.0,0.0,UEFA Euro qualification,Ljubljana,Slovenia,False,1363.0,1363.0,63.0,-2.0,1550.0,1550.0,20.0,1.0
2019-09-06,San Marino,Belgium,0.0,4.0,UEFA Euro qualification,Serravalle,San Marino,False,839.0,839.0,211.0,0.0,1746.0,1746.0,1.0,0.0
2019-09-07,England,Bulgaria,4.0,0.0,UEFA Euro qualification,London,England,False,1652.0,1652.0,4.0,0.0,1388.0,1388.0,60.0,3.0
2019-09-07,Serbia,Portugal,2.0,4.0,UEFA Euro qualification,Belgrade,Serbia,False,1477.0,1477.0,35.0,1.0,1631.0,1631.0,6.0,1.0
2019-09-07,France,Albania,4.0,1.0,UEFA Euro qualification,Paris,France,False,1718.0,1718.0,3.0,1.0,1362.0,1362.0,64.0,-2.0
2019-09-07,Canada,Cuba,6.0,0.0,CONCACAF Nations League,Toronto,Canada,False,1312.0,1314.0,78.0,0.0,950.0,961.0,179.0,4.0
2019-09-08,Switzerland,Gibraltar,4.0,0.0,UEFA Euro qualification,Sion,Switzerland,False,1605.0,1605.0,11.0,2.0,893.0,893.0,198.0,0.0
2019-09-08,Georgia,Denmark,0.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,1255.0,1255.0,94.0,0.0,1589.0,1589.0,13.0,3.0
2019-09-08,Spain,Faroe Islands,4.0,0.0,UEFA Euro qualification,Gijon,Egypt,True,1617.0,1617.0,9.0,2.0,1200.0,1200.0,108.0,1.0
2019-09-09,Wales,Belarus,1.0,0.0,Friendly,Cardiff,Wales,False,1514.0,1514.0,24.0,1.0,1286.0,1286.0,84.0,2.0
2019-09-09,Northern Ireland,Germany,0.0,2.0,UEFA Euro qualification,Belfast,Northern Ireland,False,1496.0,1496.0,29.0,1.0,1582.0,1582.0,15.0,4.0
2019-09-09,Estonia,Netherlands,0.0,4.0,UEFA Euro qualification,Tallinn,Estonia,False,1228.0,1228.0,100.0,1.0,1569.0,1569.0,16.0,2.0
2019-09-09,Azerbaijan,Croatia,1.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False,1188.0,1188.0,109.0,-1.0,1625.0,1625.0,7.0,1.0
2019-09-09,Poland,Austria,0.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,1550.0,1550.0,20.0,1.0,1498.0,1498.0,27.0,1.0
2019-09-09,Scotland,Belgium,0.0,4.0,UEFA Euro qualification,Glasgow,Scotland,False,1433.0,1433.0,48.0,3.0,1746.0,1746.0,1.0,0.0
2019-09-10,Argentina,Mexico,4.0,0.0,Friendly,San Antonio,United States,True,1610.0,1582.0,10.0,-1.0,1604.0,1557.0,12.0,-6.0
2019-09-10,Brazil,Peru,0.0,1.0,Friendly,Los Angeles,United States,True,1726.0,1681.0,2.0,-1.0,1552.0,1516.0,19.0,-2.0
2019-09-10,Ecuador,Bolivia,3.0,0.0,Friendly,Cuenca,Ecuador,False,1359.0,1375.0,66.0,6.0,1332.0,1365.0,73.0,11.0
2019-09-10,Morocco,Niger,1.0,0.0,Friendly,Marrakech,Morocco,False,1461.0,1429.0,41.0,-6.0,1209.0,1209.0,104.0,0.0
2019-09-10,United States,Uruguay,1.0,1.0,Friendly,St. Louis,United States,False,1548.0,1495.0,22.0,-8.0,1637.0,1615.0,5.0,-3.0
2019-09-10,England,Kosovo,5.0,3.0,UEFA Euro qualification,London,England,False,1652.0,1652.0,4.0,0.0,1149.0,1149.0,120.0,-1.0
