date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,total_points_home,previous_points_home,rank_home,rank_change_home,total_points_away,previous_points_away,rank_away,rank_change_away
2019-09-10,Luxembourg,Serbia,1.0,3.0,UEFA Euro qualification,Luxembourg City,Luxembourg,False,1265.0,1265.0,91.0,1.0,1477.0,1477.0,35.0,1.0
2019-09-10,Lithuania,Portugal,1.0,5.0,UEFA Euro qualification,Vilnius,Lithuania,False,1101.0,1101.0,130.0,-2.0,1631.0,1631.0,6.0,1.0
2019-09-10,France,Andorra,3.0,0.0,UEFA Euro qualification,Paris,France,False,1718.0,1718.0,3.0,1.0,1082.0,1082.0,136.0,-3.0
2019-09-10,Cuba,Canada,0.0,1.0,CONCACAF Nations League,George Town,Cayman Islands,True,950.0,961.0,179.0,4.0,1312.0,1314.0,78.0,0.0
2019-09-10,Kuwait,Australia,0.0,3.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,1022.0,1022.0,156.0,0.0,1436.0,1436.0,46.0,3.0
2019-09-10,Hong Kong,Iran,0.0,2.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False,1074.0,1074.0,139.0,-2.0,1518.0,1518.0,23.0,3.0
2019-09-10,Yemen,Saudi Arabia,2.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,True,1073.0,1073.0,142.0,-2.0,1342.0,1342.0,68.0,-1.0
2019-09-10,Qatar,India,0.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,1375.0,1396.0,62.0,7.0,1214.0,1219.0,103.0,2.0
2019-09-10,Myanmar,Japan,0.0,2.0,FIFA World Cup qualification,Yangon,Myanmar,False,1084.0,1084.0,135.0,-3.0,1481.0,1496.0,33.0,5.0
2019-09-10,Turkmenistan,South Korea,0.0,2.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,1091.0,1091.0,132.0,-3.0,1467.0,1467.0,37.0,0.0
2019-09-21,Algeria,Morocco,0.0,0.0,African Nations Championship qualification,Blida,Algeria,False,1466.0,1463.0,38.0,-2.0,1463.0,1461.0,39.0,-2.0
2019-09-21,Tunisia,Libya,1.0,0.0,African Nations Championship qualification,Radès,Tunisia,False,1493.0,1496.0,29.0,0.0,1212.0,1207.0,102.0,-3.0
2019-09-21,Senegal,Guinea,1.0,0.0,African Nations Championship qualification,Thiès,Senegal,False,1546.0,1550.0,20.0,0.0,1325.0,1325.0,74.0,-1.0
2019-09-22,Ghana,Burkina Faso,0.0,1.0,African Nations Championship qualification,Kumasi,Ghana,False,1429.0,1429.0,51.0,1.0,1381.0,1381.0,61.0,0.0
2019-10-02,Mexico,Trinidad and Tobago,2.0,0.0,Friendly,Toluca,Mexico,False,1603.0,1604.0,12.0,0.0,1226.0,1226.0,100.0,-1.0
2019-10-09,Germany,Argentina,2.0,2.0,Friendly,Dortmund,Germany,False,1580.0,1582.0,16.0,1.0,1614.0,1610.0,10.0,0.0
2019-10-10,Netherlands,Northern Ireland,3.0,1.0,UEFA Euro qualification,Rotterdam,Netherlands,False,1586.0,1569.0,13.0,-3.0,1488.0,1496.0,33.0,4.0
2019-10-10,Croatia,Hungary,3.0,0.0,UEFA Euro qualification,Split,Croatia,False,1625.0,1625.0,8.0,1.0,1430.0,1442.0,50.0,5.0
2019-10-10,Slovakia,Wales,1.0,1.0,UEFA Euro qualification,Trnava,Slovakia,False,1493.0,1491.0,29.0,-2.0,1522.0,1514.0,23.0,-1.0
2019-10-10,Latvia,Poland,0.0,3.0,UEFA Euro qualification,Riga,Latvia,False,1075.0,1086.0,139.0,5.0,1532.0,1550.0,22.0,2.0
2019-10-10,Belgium,San Marino,9.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,1752.0,1746.0,1.0,0.0,835.0,839.0,210.0,-1.0
2019-10-10,Brazil,Senegal,1.0,1.0,Friendly,Kallang,Singapore,True,1719.0,1726.0,3.0,1.0,1546.0,1550.0,20.0,0.0
2019-10-10,Serbia,Paraguay,1.0,0.0,Friendly,Belgrade,Serbia,False,1476.0,1477.0,35.0,0.0,1462.0,1464.0,40.0,1.0
2019-10-10,Haiti,Costa Rica,1.0,1.0,CONCACAF Nations League,Port-au-Prince,Haiti,False,1277.0,1288.0,86.0,3.0,1442.0,1445.0,43.0,-1.0
2019-10-10,Australia,Nepal,5.0,0.0,FIFA World Cup qualification,Canberra,Australia,False,1441.0,1436.0,44.0,-2.0,999.0,995.0,161.0,-5.0
2019-10-10,Iran,Cambodia,14.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1522.0,1518.0,23.0,0.0,982.0,988.0,169.0,-1.0
2019-10-10,Saudi Arabia,Singapore,3.0,0.0,FIFA World Cup qualification,Buraidah,Saudi Arabia,False,1336.0,1342.0,70.0,2.0,1019.0,999.0,157.0,-5.0
2019-10-10,Bangladesh,Qatar,0.0,2.0,FIFA World Cup qualification,Dhaka,Bangladesh,False,912.0,922.0,187.0,5.0,1377.0,1375.0,62.0,0.0
2019-10-10,Japan,Mongolia,6.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,1490.0,1481.0,31.0,-2.0,923.0,914.0,183.0,-4.0
2019-10-10,South Korea,Sri Lanka,8.0,0.0,FIFA World Cup qualification,Hwaseong,South Korea,False,1470.0,1467.0,37.0,0.0,872.0,886.0,202.0,2.0
2019-10-11,Czech Republic,England,2.0,1.0,UEFA Euro qualification,Prague,Czech Republic,False,1441.0,1448.0,44.0,1.0,1662.0,1652.0,4.0,0.0
2019-10-11,Portugal,Luxembourg,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1643.0,1631.0,5.0,-1.0,1255.0,1265.0,93.0,2.0
2019-10-11,Iceland,France,0.0,1.0,UEFA Euro qualification,Reykjavík,Iceland,False,1461.0,1473.0,41.0,5.0,1725.0,1718.0,2.0,-1.0
2019-10-11,Morocco,Libya,1.0,1.0,Friendly,Morocco,Morocco,False,1463.0,1461.0,39.0,-2.0,1212.0,1207.0,102.0,-3.0
2019-10-11,Uruguay,Peru,1.0,0.0,Friendly,Montevideo,Uruguay,False,1639.0,1637.0,6.0,1.0,1551.0,1552.0,19.0,0.0
2019-10-11,United States,Cuba,7.0,0.0,CONCACAF Nations League,Washington,United States,False,1545.0,1548.0,21.0,-1.0,940.0,950.0,178.0,-1.0
2019-10-11,Bermuda,Mexico,1.0,5.0,CONCACAF Nations League,Hamilton,Bermuda,False,987.0,972.0,167.0,-7.0,1603.0,1604.0,12.0,0.0
2019-10-12,Denmark,Switzerland,1.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,1584.0,1589.0,14.0,1.0,1604.0,1605.0,11.0,0.0
2019-10-12,Norway,Spain,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False,1435.0,1429.0,47.0,-3.0,1631.0,1617.0,7.0,-2.0
2019-10-12,Tunisia,Cameroon,0.0,0.0,Friendly,Radès,Tunisia,False,1493.0,1496.0,29.0,0.0,1409.0,1409.0,53.0,0.0
2019-10-13,Belarus,Netherlands,1.0,2.0,UEFA Euro qualification,Minsk,Belarus,False,1294.0,1286.0,82.0,-2.0,1586.0,1569.0,13.0,-3.0
2019-10-13,Estonia,Germany,0.0,3.0,UEFA Euro qualification,Tallinn,Estonia,False,1212.0,1228.0,102.0,2.0,1580.0,1582.0,16.0,1.0
2019-10-13,Wales,Croatia,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,1522.0,1514.0,23.0,-1.0,1625.0,1625.0,8.0,1.0
2019-10-13,Poland,North Macedonia,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,1532.0,1550.0,22.0,2.0,1339.0,1333.0,69.0,-2.0
2019-10-13,Kazakhstan,Belgium,0.0,2.0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,1169.0,1174.0,116.0,4.0,1752.0,1746.0,1.0,0.0
2019-10-13,Brazil,Nigeria,1.0,1.0,Friendly,Kallang,Singapore,True,1719.0,1726.0,3.0,1.0,1482.0,1481.0,34.0,1.0
2019-10-13,Ecuador,Argentina,1.0,6.0,Friendly,Elche,Spain,True,1370.0,1359.0,65.0,-1.0,1614.0,1610.0,10.0,0.0
2019-10-14,Bulgaria,England,0.0,6.0,UEFA Euro qualification,Sofia,Bulgaria,False,1377.0,1388.0,62.0,2.0,1662.0,1652.0,4.0,0.0
2019-10-14,Lithuania,Serbia,1.0,2.0,UEFA Euro qualification,Vilnius,Lithuania,False,1094.0,1101.0,131.0,1.0,1476.0,1477.0,35.0,0.0
2019-10-14,Ukraine,Portugal,2.0,1.0,UEFA Euro qualification,Kyiv,Ukraine,False,1516.0,1513.0,25.0,0.0,1643.0,1631.0,5.0,-1.0
2019-10-14,France,Turkey,1.0,1.0,UEFA Euro qualification,Paris,France,False,1725.0,1718.0,2.0,-1.0,1475.0,1467.0,36.0,-1.0
2019-10-15,Switzerland,Republic of Ireland,2.0,0.0,UEFA Euro qualification,Geneva,Switzerland,False,1604.0,1605.0,11.0,0.0,1496.0,1489.0,28.0,-4.0
2019-10-15,Sweden,Spain,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False,1560.0,1558.0,18.0,0.0,1631.0,1617.0,7.0,-2.0
2019-10-15,Denmark,Luxembourg,4.0,0.0,Friendly,Aalborg,Denmark,False,1584.0,1589.0,14.0,1.0,1255.0,1265.0,93.0,2.0
2019-10-15,Morocco,Gabon,2.0,3.0,Friendly,Morocco,Morocco,False,1463.0,1461.0,39.0,-2.0,1272.0,1272.0,88.0,-2.0
2019-10-15,Peru,Uruguay,1.0,1.0,Friendly,Lima,Peru,False,1551.0,1552.0,19.0,0.0,1639.0,1637.0,6.0,1.0
2019-10-15,Canada,United States,2.0,0.0,CONCACAF Nations League,Toronto,Canada,False,1322.0,1312.0,75.0,-3.0,1545.0,1548.0,21.0,-1.0
2019-10-15,Mexico,Panama,3.0,1.0,CONCACAF Nations League,Mexico City,Mexico,False,1603.0,1604.0,12.0,0.0,1316.0,1331.0,77.0,3.0
2019-10-15,Bahrain,Iran,1.0,0.0,FIFA World Cup qualification,Riffa,Bahrain,False,1206.0,1188.0,105.0,-4.0,1522.0,1518.0,23.0,0.0
2019-10-15,Palestine,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Al-Ram,Palestine,False,1223.0,1224.0,101.0,-1.0,1336.0,1342.0,70.0,2.0
2019-10-15,Qatar,Oman,2.0,1.0,FIFA World Cup qualification,Al Wakrah,Qatar,False,1377.0,1375.0,62.0,0.0,1292.0,1277.0,84.0,-3.0
2019-10-15,Tajikistan,Japan,0.0,3.0,FIFA World Cup qualification,Dushanbe,Tajikistan,False,1174.0,1152.0,115.0,-4.0,1490.0,1481.0,31.0,-2.0
2019-10-19,Morocco,Algeria,3.0,0.0,African Nations Championship qualification,Berkane,Morocco,False,1463.0,1461.0,39.0,-2.0,1466.0,1463.0,38.0,-2.0
2019-10-20,Libya,Tunisia,1.0,2.0,African Nations Championship qualification,Libya,Libya,False,1212.0,1207.0,102.0,-3.0,1493.0,1496.0,29.0,0.0
2019-10-20,Guinea,Senegal,1.0,0.0,African Nations Championship qualification,Conakry,Guinea,False,1325.0,1325.0,74.0,-1.0,1546.0,1550.0,20.0,0.0
2019-10-20,Burkina Faso,Ghana,0.0,0.0,African Nations Championship qualification,Burkina Faso,Burkina Faso,False,1381.0,1381.0,61.0,0.0,1429.0,1429.0,51.0,1.0
2019-11-13,Senegal,Congo,2.0,0.0,African Cup of Nations qualification,Thiès,Senegal,False,1546.0,1546.0,20.0,0.0,1265.0,1265.0,92.0,2.0
2019-11-14,Ghana,South Africa,2.0,0.0,African Cup of Nations qualification,Cape Coast,Ghana,False,1426.0,1429.0,51.0,0.0,1337.0,1331.0,72.0,1.0
2019-11-14,England,Montenegro,7.0,0.0,UEFA Euro qualification,London,England,False,1651.0,1662.0,4.0,0.0,1371.0,1389.0,61.0,2.0
2019-11-14,Portugal,Lithuania,6.0,0.0,UEFA Euro qualification,Faro-Loulé,Portugal,False,1632.0,1643.0,6.0,1.0,1086.0,1094.0,132.0,1.0
2019-11-14,Serbia,Luxembourg,3.0,2.0,UEFA Euro qualification,Belgrade,Serbia,False,1485.0,1476.0,33.0,-2.0,1248.0,1255.0,96.0,3.0
2019-11-14,France,Moldova,2.0,1.0,UEFA Euro qualification,Paris,France,False,1726.0,1725.0,2.0,0.0,963.0,978.0,175.0,3.0
2019-11-14,Ecuador,Trinidad and Tobago,3.0,0.0,Friendly,Portoviejo,Ecuador,False,1368.0,1370.0,63.0,-2.0,1213.0,1226.0,102.0,2.0
2019-11-14,Qatar,Singapore,2.0,0.0,Friendly,Doha,Qatar,False,1391.0,1377.0,57.0,-5.0,1008.0,1019.0,159.0,2.0
2019-11-14,Jordan,Australia,0.0,1.0,FIFA World Cup qualification,Amman,Jordan,False,1236.0,1235.0,98.0,0.0,1450.0,1441.0,44.0,0.0
2019-11-14,Iraq,Iran,2.0,1.0,FIFA World Cup qualification,Amman,Jordan,True,1327.0,1314.0,74.0,-5.0,1505.0,1522.0,27.0,4.0
2019-11-14,Uzbekistan,Saudi Arabia,2.0,3.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,1287.0,1272.0,85.0,-3.0,1339.0,1336.0,69.0,-1.0
2019-11-14,Lebanon,South Korea,0.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,False,1266.0,1253.0,91.0,-3.0,1466.0,1470.0,39.0,2.0
2019-11-15,Morocco,Mauritania,0.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,1457.0,1463.0,42.0,3.0,1205.0,1206.0,105.0,0.0
2019-11-15,Tunisia,Libya,4.0,1.0,African Cup of Nations qualification,Radès,Tunisia,False,1495.0,1493.0,29.0,0.0,1211.0,1212.0,103.0,1.0
2019-11-15,Denmark,Gibraltar,6.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,1599.0,1584.0,14.0,0.0,882.0,889.0,196.0,-1.0
2019-11-15,Switzerland,Georgia,1.0,0.0,UEFA Euro qualification,St. Gallen,Switzerland,False,1601.0,1604.0,13.0,2.0,1274.0,1264.0,90.0,-1.0
2019-11-15,Spain,Malta,7.0,0.0,UEFA Euro qualification,Cádiz,Spain,False,1625.0,1631.0,8.0,1.0,924.0,933.0,182.0,3.0
2019-11-15,Brazil,Argentina,0.0,1.0,Superclásico de las Américas,Riyadh,Saudi Arabia,True,1715.0,1719.0,3.0,0.0,1617.0,1614.0,9.0,-1.0
2019-11-15,United States,Canada,4.0,1.0,CONCACAF Nations League,Orlando,United States,False,1530.0,1545.0,23.0,2.0,1339.0,1322.0,69.0,-6.0
2019-11-15,Panama,Mexico,0.0,3.0,CONCACAF Nations League,Panama City,Panama,False,1310.0,1316.0,80.0,3.0,1613.0,1603.0,11.0,-1.0
2019-11-15,Hungary,Uruguay,1.0,2.0,Friendly,Budapest,Hungary,False,1429.0,1430.0,50.0,0.0,1642.0,1639.0,5.0,-1.0
2019-11-16,Northern Ireland,Netherlands,0.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,1483.0,1488.0,34.0,1.0,1602.0,1586.0,12.0,-1.0
2019-11-16,Germany,Belarus,4.0,0.0,UEFA Euro qualification,Mönchengladbach,Germany,False,1586.0,1580.0,16.0,0.0,1286.0,1294.0,86.0,4.0
2019-11-16,Croatia,Slovakia,3.0,1.0,UEFA Euro qualification,Rijeka,Croatia,False,1631.0,1625.0,7.0,-1.0,1493.0,1493.0,31.0,2.0
2019-11-16,Azerbaijan,Wales,0.0,2.0,UEFA Euro qualification,Baku,Azerbaijan,False,1189.0,1191.0,111.0,2.0,1524.0,1522.0,24.0,1.0
2019-11-16,Israel,Poland,1.0,2.0,UEFA Euro qualification,Jerusalem,Israel,False,1278.0,1277.0,89.0,3.0,1544.0,1532.0,21.0,-1.0
2019-11-16,Russia,Belgium,1.0,4.0,UEFA Euro qualification,Saint Petersburg,Russia,False,1474.0,1455.0,37.0,-5.0,1755.0,1752.0,1.0,0.0
2019-11-17,Rwanda,Cameroon,0.0,1.0,African Cup of Nations qualification,Kigali,Rwanda,False,1106.0,1104.0,129.0,-1.0,1409.0,1409.0,52.0,-1.0
2019-11-17,Eswatini,Senegal,1.0,4.0,African Cup of Nations qualification,Manzini,Eswatini,False,1055.0,1055.0,147.0,-3.0,1546.0,1546.0,20.0,0.0
2019-11-17,Kosovo,England,0.0,4.0,UEFA Euro qualification,Pristina,Kosovo,False,1184.0,1164.0,114.0,-5.0,1651.0,1662.0,4.0,0.0
2019-11-17,Luxembourg,Portugal,0.0,2.0,UEFA Euro qualification,Luxembourg City,Luxembourg,False,1248.0,1255.0,96.0,3.0,1632.0,1643.0,6.0,1.0
2019-11-17,Serbia,Ukraine,2.0,2.0,UEFA Euro qualification,Belgrade,Serbia,False,1485.0,1476.0,33.0,-2.0,1536.0,1516.0,22.0,-3.0
2019-11-17,Albania,France,0.0,2.0,UEFA Euro qualification,Tirana,Albania,False,1367.0,1372.0,65.0,1.0,1726.0,1725.0,2.0,0.0
2019-11-17,Costa Rica,Haiti,1.0,1.0,CONCACAF Nations League,San José,Costa Rica,False,1436.0,1442.0,47.0,4.0,1281.0,1277.0,88.0,2.0
2019-11-18,Republic of Ireland,Denmark,1.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1480.0,1496.0,36.0,8.0,1599.0,1584.0,14.0,0.0
2019-11-18,Gibraltar,Switzerland,1.0,6.0,UEFA Euro qualification,Gibraltar,Gibraltar,False,882.0,889.0,196.0,-1.0,1601.0,1604.0,13.0,2.0
2019-11-18,Spain,Romania,5.0,0.0,UEFA Euro qualification,Madrid,Spain,False,1625.0,1631.0,8.0,1.0,1495.0,1490.0,29.0,-2.0
2019-11-18,Argentina,Uruguay,2.0,2.0,Friendly,Tel Aviv,Israel,True,1617.0,1614.0,9.0,-1.0,1642.0,1639.0,5.0,-1.0
2019-11-19,Burundi,Morocco,0.0,3.0,African Cup of Nations qualification,Bujumbura,Burundi,False,1063.0,1065.0,143.0,-1.0,1457.0,1463.0,42.0,3.0
2019-11-19,Equatorial Guinea,Tunisia,0.0,1.0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,1083.0,1084.0,135.0,1.0,1495.0,1493.0,29.0,0.0
2019-11-19,Germany,Northern Ireland,6.0,1.0,UEFA Euro qualification,Frankfurt,Germany,False,1586.0,1580.0,16.0,0.0,1483.0,1488.0,34.0,1.0
2019-11-19,Netherlands,Estonia,5.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False,1602.0,1586.0,12.0,-1.0,1209.0,1212.0,104.0,2.0
2019-11-19,Wales,Hungary,2.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,1524.0,1522.0,24.0,1.0,1429.0,1430.0,50.0,0.0
2019-11-19,Japan,Venezuela,1.0,4.0,Kirin Challenge Cup,Suita,Japan,False,1498.0,1490.0,28.0,-3.0,1512.0,1506.0,26.0,0.0
2019-11-19,Poland,Slovenia,3.0,2.0,UEFA Euro qualification,Warsaw,Poland,False,1544.0,1532.0,21.0,-1.0,1367.0,1390.0,65.0,7.0
2019-11-19,Belgium,Cyprus,6.0,1.0,UEFA Euro qualification,Brussels,Belgium,False,1755.0,1752.0,1.0,0.0,1263.0,1261.0,93.0,1.0
2019-11-19,Cuba,United States,0.0,4.0,CONCACAF Nations League,George Town,Cayman Islands,True,938.0,940.0,179.0,1.0,1530.0,1545.0,23.0,2.0
2019-11-19,Mexico,Bermuda,2.0,1.0,CONCACAF Nations League,Mexico City,Mexico,False,1613.0,1603.0,11.0,-1.0,986.0,987.0,168.0,1.0
2019-11-19,Brazil,South Korea,3.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True,1715.0,1719.0,3.0,0.0,1466.0,1470.0,39.0,2.0
2019-11-19,Croatia,Georgia,2.0,1.0,Friendly,Pula,Croatia,False,1631.0,1625.0,7.0,-1.0,1274.0,1264.0,90.0,-1.0
2019-11-19,Ecuador,Colombia,0.0,1.0,Friendly,Harrison,United States,True,1368.0,1370.0,63.0,-2.0,1615.0,1622.0,10.0,1.0
2019-11-19,Saudi Arabia,Paraguay,0.0,0.0,Friendly,Riyadh,Saudi Arabia,False,1339.0,1336.0,69.0,-1.0,1458.0,1462.0,41.0,1.0
2019-11-19,Afghanistan,Qatar,0.0,1.0,FIFA World Cup qualification,Dushanbe,Tajikistan,True,1054.0,1062.0,149.0,3.0,1391.0,1377.0,57.0,-5.0
2019-11-26,Qatar,Iraq,1.0,2.0,Gulf Cup,Doha,Qatar,False,1391.0,1377.0,57.0,-5.0,1327.0,1314.0,74.0,-5.0
2019-11-27,Saudi Arabia,Kuwait,1.0,3.0,Gulf Cup,Doha,Qatar,True,1339.0,1336.0,69.0,-1.0,1034.0,1029.0,156.0,0.0
2019-11-29,Qatar,Yemen,6.0,0.0,Gulf Cup,Doha,Qatar,False,1398.0,1391.0,55.0,-2.0,1072.0,1070.0,144.0,3.0
2019-11-30,Bahrain,Saudi Arabia,0.0,2.0,Gulf Cup,Doha,Qatar,True,1219.0,1220.0,100.0,-1.0,1351.0,1339.0,67.0,-2.0
2019-12-02,Qatar,United Arab Emirates,4.0,2.0,Gulf Cup,Doha,Qatar,False,1398.0,1391.0,55.0,-2.0,1338.0,1353.0,71.0,4.0
2019-12-02,Oman,Saudi Arabia,1.0,3.0,Gulf Cup,Doha,Qatar,True,1304.0,1289.0,81.0,-3.0,1351.0,1339.0,67.0,-2.0
2019-12-05,Qatar,Saudi Arabia,0.0,1.0,Gulf Cup,Al Wakrah,Qatar,False,1398.0,1391.0,55.0,-2.0,1351.0,1339.0,67.0,-2.0
2019-12-08,Bahrain,Saudi Arabia,1.0,0.0,Gulf Cup,Doha,Qatar,True,1219.0,1220.0,100.0,-1.0,1351.0,1339.0,67.0,-2.0
2019-12-10,China PR,Japan,1.0,2.0,EAFF Championship,Busan,South Korea,True,1325.0,1339.0,75.0,6.0,1500.0,1498.0,28.0,0.0
2019-12-11,South Korea,Hong Kong,2.0,0.0,EAFF Championship,Busan,South Korea,False,1459.0,1466.0,41.0,2.0,1075.0,1061.0,139.0,-6.0
2019-12-14,Japan,Hong Kong,5.0,0.0,EAFF Championship,Busan,South Korea,True,1500.0,1498.0,28.0,0.0,1075.0,1061.0,139.0,-6.0
2019-12-15,South Korea,China PR,1.0,0.0,EAFF Championship,Busan,South Korea,False,1459.0,1466.0,41.0,2.0,1325.0,1339.0,75.0,6.0
2019-12-18,South Korea,Japan,1.0,0.0,EAFF Championship,Busan,South Korea,False,1459.0,1466.0,41.0,2.0,1500.0,1498.0,28.0,0.0
2020-01-07,Barbados,Canada,1.0,4.0,Friendly,Irvine,United States,True,1011.0,1011.0,162.0,0.0,1331.0,1331.0,73.0,0.0
2020-01-10,Barbados,Canada,1.0,4.0,Friendly,Irvine,United States,True,1011.0,1011.0,162.0,0.0,1331.0,1331.0,73.0,0.0
2020-01-15,Canada,Iceland,0.0,1.0,Friendly,Irvine,United States,True,1331.0,1331.0,73.0,0.0,1464.0,1464.0,39.0,0.0
2020-02-01,United States,Costa Rica,1.0,0.0,Friendly,Carson,United States,False,1540.0,1540.0,22.0,0.0,1442.0,1442.0,46.0,0.0
2020-09-03,Germany,Spain,1.0,1.0,UEFA Nations League,Stuttgart,Germany,False,1602.0,1602.0,15.0,0.0,1636.0,1636.0,8.0,0.0
2020-09-03,Ukraine,Switzerland,2.0,1.0,UEFA Nations League,Lviv,Ukraine,False,1537.0,1537.0,24.0,0.0,1608.0,1608.0,12.0,0.0
2020-09-03,Russia,Serbia,3.0,1.0,UEFA Nations League,Moscow,Russia,False,1470.0,1470.0,38.0,0.0,1494.0,1494.0,29.0,0.0
2020-09-03,Finland,Wales,0.0,1.0,UEFA Nations League,Helsinki,Finland,False,1386.0,1386.0,58.0,0.0,1540.0,1540.0,23.0,0.0
2020-09-04,Netherlands,Poland,1.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False,1604.0,1604.0,14.0,0.0,1559.0,1559.0,19.0,0.0
2020-09-05,Iceland,England,0.0,1.0,UEFA Nations League,Reykjavík,Iceland,False,1465.0,1465.0,39.0,0.0,1661.0,1661.0,4.0,0.0
2020-09-05,Denmark,Belgium,0.0,2.0,UEFA Nations League,Copenhagen,Denmark,False,1598.0,1598.0,16.0,0.0,1765.0,1765.0,1.0,0.0
2020-09-05,Portugal,Croatia,4.0,1.0,UEFA Nations League,Porto,Portugal,False,1639.0,1639.0,7.0,0.0,1642.0,1642.0,6.0,0.0
2020-09-05,Sweden,France,0.0,1.0,UEFA Nations League,Stockholm,Sweden,False,1579.0,1579.0,17.0,0.0,1733.0,1733.0,2.0,0.0
2020-09-06,Spain,Ukraine,4.0,0.0,UEFA Nations League,Madrid,Spain,False,1636.0,1636.0,8.0,0.0,1537.0,1537.0,24.0,0.0
2020-09-06,Switzerland,Germany,1.0,1.0,UEFA Nations League,Basel,Switzerland,False,1608.0,1608.0,12.0,0.0,1602.0,1602.0,15.0,0.0
2020-09-06,Serbia,Turkey,0.0,0.0,UEFA Nations League,Belgrade,Serbia,False,1494.0,1494.0,29.0,0.0,1494.0,1494.0,29.0,0.0
2020-09-06,Wales,Bulgaria,1.0,0.0,UEFA Nations League,Cardiff,Wales,False,1540.0,1540.0,23.0,0.0,1381.0,1381.0,59.0,0.0
2020-09-07,Bosnia and Herzegovina,Poland,1.0,2.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,1430.0,1430.0,49.0,0.0,1559.0,1559.0,19.0,0.0
2020-09-07,Netherlands,Italy,0.0,1.0,UEFA Nations League,Amsterdam,Netherlands,False,1604.0,1604.0,14.0,0.0,1607.0,1607.0,13.0,0.0
2020-09-08,Belgium,Iceland,5.0,1.0,UEFA Nations League,Brussels,Belgium,False,1765.0,1765.0,1.0,0.0,1465.0,1465.0,39.0,0.0
2020-09-08,Denmark,England,0.0,0.0,UEFA Nations League,Copenhagen,Denmark,False,1598.0,1598.0,16.0,0.0,1661.0,1661.0,4.0,0.0
2020-09-08,France,Croatia,4.0,2.0,UEFA Nations League,Paris,France,False,1733.0,1733.0,2.0,0.0,1642.0,1642.0,6.0,0.0
2020-09-08,Sweden,Portugal,0.0,2.0,UEFA Nations League,Stockholm,Sweden,False,1579.0,1579.0,17.0,0.0,1639.0,1639.0,7.0,0.0
2020-10-07,Denmark,Faroe Islands,4.0,0.0,Friendly,Herning,Denmark,False,1593.0,1598.0,16.0,0.0,1191.0,1181.0,107.0,-3.0
2020-10-07,France,Ukraine,7.0,1.0,Friendly,Paris,France,False,1744.0,1733.0,2.0,0.0,1539.0,1537.0,24.0,0.0
2020-10-07,Germany,Turkey,3.0,3.0,Friendly,Cologne,Germany,False,1602.0,1602.0,14.0,-1.0,1485.0,1494.0,32.0,3.0
2020-10-07,Netherlands,Mexico,0.0,1.0,Friendly,Amsterdam,Netherlands,False,1603.0,1604.0,13.0,-1.0,1621.0,1621.0,11.0,0.0
2020-10-07,Poland,Finland,5.0,1.0,Friendly,Gdańsk,Poland,False,1558.0,1559.0,19.0,0.0,1390.0,1386.0,56.0,-2.0
2020-10-07,Portugal,Spain,0.0,0.0,Friendly,Lisbon,Portugal,False,1653.0,1639.0,5.0,-2.0,1642.0,1636.0,7.0,-1.0
2020-10-07,Switzerland,Croatia,1.0,2.0,Friendly,St. Gallen,Switzerland,False,1600.0,1608.0,15.0,3.0,1628.0,1642.0,8.0,2.0
2020-10-08,England,Wales,3.0,0.0,Friendly,London,England,False,1664.0,1661.0,4.0,0.0,1550.0,1540.0,21.0,-2.0
2020-10-08,Uzbekistan,Iran,1.0,2.0,Friendly,Tashkent,Uzbekistan,False,1290.0,1286.0,85.0,0.0,1489.0,1489.0,30.0,-3.0
2020-10-08,Uruguay,Chile,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1645.0,1645.0,6.0,1.0,1579.0,1579.0,17.0,0.0
